preprocessed_text,target_name
xref cantaloupesrvcscmuedu talkabortion altatheism talkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetiraukadegermanyeunetthothmchpsnidehorusapmchpsnidedsfrank frankdsuucp frank odwyer newsgroups talkabortionaltatheismtalkreligionmisc subject year say christian morality date apr gmt organization siemensnixdorf ag line distribution world messageid rovpmhorusapmchpsnide reference rlsmofidoasdsgicom rhkvhorusapmchpsnide riefidoasdsgicom nntppostinghost dsapmchpsnide article riefidoasdsgicom liveseysolntzewpdsgicom jon livesey writes article rhkvhorusapmchpsnide frankdsuucp frank odwyer writes article rlsmofidoasdsgicom liveseysolntzewpdsgicom jon livesey writes quite different saying employing force people immoral period unfortunately time time obliged immoral thing reason selfpreservation bear moral consequence since statement intent purpose say effectively thing serious two statement one say use force given situation moral say moral say effectively thing yes tag unfortunately intent purpose saying thing delete unfortunately tell two statement say effectively thing save everyone couple trip round loop please notice obliged use force preserve self choose preserve self point pacifism ok got concede point though word obliged strongly implies one must sometimes use force rephrasing would give distinction mention however right pacifist would even go say unfortunatelyetc would say two statement one saying x moral saying x immoral would decided two statement x moral x immoral actually conflict say effectively thing prescribe one pretty good indicator case dont prescribe thing yes fair enough though confuse thing saying one somtimes obliged real meaning one never obliged lead one precisely thing either statement doublespeak none might lead thing difference motivates pacifism obviously dont lead pacifist thing thats true could formulate pragmatic belief minimum force still pacifist minimum great one always trying get close force possible belief force immoral period still tending pacifism dont think use force immoral minimise use dont think immoral period frank odwyer im hatching odwyersseie hen evelyn conlon,talk.religion.misc
path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateedumoeksuksueducrcnisunleduep epunledu edgar pearlstein newsgroups talkreligionmisc subject waco information accuracy date apr gmt organization university nebraskalincoln line distribution world messageid rmflinnakcrcnisunledu nntppostinghost unlinfounledu remembered first report came fbi independent observer ie press allowed get close see thing official communique tend selfserving agency issue people general tend believe first report get biggest headline correction often overlooked example fbi report several body found rubble bullet wound local coroner independent fbi far found bullet wound,talk.religion.misc
newsgroups talkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetzaphodmpsohiostateeduuwmedulinacuchinewsquadsdsoconne dsoconnequadsuchicagoedu daniel oconnell subject religion homosexuality messageid aprmidwayuchicagoedu keywords liberal sender newsuchinewsuchicagoedu news system replyto dsoconnemidwayuchicagoedu organization university chicago reference aprmagnusacsohiostateedu distribution usa date mon apr gmt line magarretmagnusacsohiostateedu computer dudette writes recently realized bisexual also recently returned religion good friend pointed homosexuality sin bible well dont see could considered sin first far know male homosexuality explicitly mentioned bible youre hook think event plenty people many denomination consider person sexual identification gaylesbianbisexual immoral lifestyle choice also always somewhat liberal feminist prochoice seems prochoice religious dont mix either told another misconception told whole story former minister lesbian know personally professionally several openly gay lesbian minister unitarianuniversalist like others denomination prochoice neednt go looking unitarian universalists liberal religion acceptance sexual identification prochoice view however many u believe spirituality freedom conscience good luck journey daniel oconnell meadvillelombard theological school university chicago divinity school dsoconneuchicagoedu,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion talkpoliticsmisc talkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeducsutexaseduuunetenterpoopmitedusenatorbedfellowmitedununtius charlie fulton charlieisismitedu newsgroups talkabortiontalkpoliticsmisctalkreligionmisc subject abortion date apr gmt organization ctr advanced rsrch oppressive binarisms line distribution world messageid rnlinnavrsenatorbedfellowmitedu reference uupcbozoneholecom nntppostinghost barabajagaltoomitedu xuseragent nuntius v article cnxmvsdwatsonibmcom larry margolis margoliwatsonibmcom anthony landreneau rape passed nothing ever take away true forcing remain pregnant continues violation body another month see unbelievably cruel doesnt welcome excruciating pain labor selfish bitch deserves die childbirth probably lying rape anyway charlie,talk.religion.misc
newsgroups talkreligionmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetgatechnewsansnetcmclpanixmls mlspanixcom michael siemon subject commandment basic messageid cqppnpanixcom organization panix public access unix nyc date sun apr gmt line anyone check let restrict christian want find commandment book regarded scripture whats going pas psychologizing answer whether dismissive open kind issue deal question theological point involved quoted often enough dont believe take seriously jesus said said love obey command john like christian slave christ will also instead younger brother still direction though call god abba christian therefore try find lord command discovering feel obligated confess failure reader may set aside theologizing jargon slave christ point adherent religion read text whether classified inspired held model effort find application situation practice range devotional reading sermon like exegesis canon ical scripture word god highest pitch lead question whether find inspired scripture something act absolute guidance action problem finding lord command going set aside essay one major direction christian looked command namely christian tradition reject tradition primary audience essay protestant deny tradition determinative value favor witness scripture question want deal commandment find lord scripture turn hard question protestant inquisitor would like turn discussion authority tradition accomodate unlike protestant episcopalian admit claim scripture b reason c tradition roughly equal standing earlier john quote read john give new commandment love one another place nt christian given explicit commandment context commenting imperative mode pronouncement jesus meal reader infer since john synoptics jesus say take bread body mark cf matthew luke corinthian mode imperative greek labete hence commandment case infer command directed wider circle immediate collocation disciple judge evangelist point mentioning disciple mostly entirely dead expected follow commandment lord case communion paul mention least probably true evangelist also implies ongoing ritual liturgy word operate bind christian original command disciple continuing commandment christian community entirely comfortable inference must point u occasion jesus spoke command take clear inference least evangelist notion christian called love one another jesus command directed disciple call attention inference command cannot apply without generalization specific context statement context disciple christ reading scripture make inference get sense text whatsoever general problem reading text cannot read without understanding native language normally read translated text without appreciation original context point original language english misleads u going presume follows general problem read scripture control dont really think true suffice current purpose address issue arise already coped understanding year old text another world one live question level introduce reser vations commandment issue found stipulating read text original audience might done among reason seeing john agapate allelou general commandment merely instruction jesus disciple one occasion one linking synoptic great commandment criticism jesus limiting love congenially associate matthew ff read learnt said must love neighbor hate enemy say love enemy fact leviticus context quoted say hate enemy merely common human presumption leviticus pain say love extend stranger amongst people israel luke expanding q context go jesus say even sinner love love suggests quite strongly id say limiting scope new commandment quite jesus mind short inference lead generalizing actual text command force christian object limited christian trickier agapate allelou institution communion case great commission matthew mark twelve sent evangelize proclaim kingdom heaven close hand verb imperative kerussete context rather specific twelve specifier turn step pagan territory enter samaritan town lukan parallel even specific jesus final journey jerusalem make harder see generalizing christian previous example hasnt prevented christian making inference call attention inference justified text unlike first two case cite rhetoric evangelist urged reader still paul seems felt obliged proclaim kingdom heaven close hand even contrary jesus instruction gentile end earth christian also taken commandment sense john accept dont know surely rather speculative see ripple inference spread text pretext christian may infer general commandment applicable presented gospel specific occasion necessarily object kind generalization insist people make must understanding reasoning considerable length actually scripture assumption involved reasoning scriptural though people best justify assumption reference scripture simply add inference mix let move great commandment love god whole heart mind soul perhaps synoptic equivalent john agapate allelou yet presented commandment text rather context controversy pharisee cite matthew ff pharisee heard silenced sadducee got together disconcert one put question master greatest commandment law mean obvious though accept jesus answer meant commandment christian answering polemic enemy mark account cast answer far positive light scribe version say far important holocaust need point word originates context animal sacrifice forget nazi sacrifice luke intermediate lawyer posing question disconcert jesus get good samarian parable pain luke context confusingly various one could forgiven drawing inference account said obviously taken commandment binding christian though think entirely reasonable conclusion case jesus think point mental gear grind cycle get conclusion commanded jesus contingent understanding point jesus use torah quite different gospel account application context u different context among synoptics curious noted luke get fixing command parable good samaritan may look analogous intent matthew give golden rule meaning law prophet may also hear echo hillel saying generation jesus make association think entirely reasonable indulging inference text explicitly support u rather read text kind interrelationship current literary theory call intertextuality discussion agapate allelou apply beyond community disciple beyound circle christian believer applies buttress conclusion despite presentation saying explicitly commandment christian christian would disagree conclusion must point conclusion depend rather elaborate chain reasoning simply present text contextual problem keep coming severely look saying jesus universally taken christian commandment get really hard case take divorce mark pretty clear man divorce wife marries another guilty adultery cf luke except matthew escape clause except case fornication seems rather clear commandment whether take matthew reservation christian day take dont least practice rather peculiar jesus explicit whereas say nothing thing people gnash teeth possible command christ clear matthew disagree evangelist synoptic tradition im going continue examination evermurkier water enough start theme finding commandment scripture exercise inference inference informed assumption cultural bias far identified commandment generally accepted christian yet already difficulty start surface difficulty want discus next essay topic divorce commandment already strike difficulty see almost evidence people eager find commandment condemn spend time writing nasty screed soccouples misclegal horror viciousness divorce demanding u law refuse allow refuse unrepentant divorcee place church say divorce doesnt enter consideration general definitely matter concern even liberal church circle example wildly liberal episcopalian priest aqauintence wildly liberal diocese recommended couple approached marry private secular ceremony judge public ceremony celebrated need go agonizing examination official would soon take role interpreting command faced christian church effectively created famous divorce michael l siemon say god son mlspanixcom high nevertheless shall die like men fall mlsulyssesattcom like prince psalm,talk.religion.misc
newsgroups talkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmueducisohiostateeduzaphodmpsohiostateedudarwinsuranethavenumdeduuunetmicrosofthexnutbobsarv bobsarvmicrosoftcom bob sarver subject juda crucifixion tyre etc messageid aprmicrosoftcom date apr gmt organization microsoft corp reference pogowvtekcom qeqktnewsysuedu distribution usa line frank decenso evident text ezek god isnt concerned building structure god concerned people people leadership ezek never return city others may come later built city people leadership god prophesied ezek never rebuilt city people leader incredibly fucking stupid course text referring city building brick mortar etc otherwise make sense refer future tyre reduced nothing place spread fishing net twisting text semantic game wont preserve faith admission error decenso,talk.religion.misc
xref cantaloupesrvcscmuedu talkpoliticsguns talkpoliticsmedicine talkpoliticsmideast talkpoliticsmisc talkpoliticssoviet talkpoliticsspace talkpoliticstheory talkrape talkreligionmisc newsgroups talkpoliticsgunstalkpoliticsmedicinetalkpoliticsmideasttalkpoliticsmisctalkpoliticssoviettalkpoliticsspacetalkpoliticstheorytalkrapetalkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomemorywupostuwmeducsutexaseduuunetorcamesarthomson bobwaldropfnzfidonetorg bob waldrop subject celebrate liberty messageid aprdsdescom followupto talkpoliticsmisc originator rthomsonmesa xsequence sender usenetdsdescom nntppostinghost replyto bobwaldropfnzfidonetorg bob waldrop xusmail po box salt lake city ut xtelephone organization morning glory production slc ut date mon apr gmt line announcing announcing announcing announcing celebrate liberty libertarian party national convention political expo marriott hotel salt palace salt lake city utah includes information delegate deal back popular demand convention held salt palace convention center marriott hotel salt lake city utah business session karl hess institute political expo salt palace breakfast party banquet marriott hotel marriott hotel room rate night plus tax total rate good one four person room occupancy double one two bed people bed make reservation direct hotel purchase room one mgps payment plan mgp provide assistance matching roommate requested august sept everything always wanted know winning election didnt know ask three day intensive campaign training conducted sal guzzetta year veteran campaign student receive page professional campaign manual everything strategy targeting opposition research fundraising field operation price purchased may thereafter august sept platform bylaw credential national committee meeting shoot salt lake pledge versus committee libertarian majority party membership platform definition change compromise possible platform bylaw committee responsible making recommendation convention concerning change document convention party consider deletion platform convention rule would amended vote change rule meeting open public charge attending sept celebrate liberty begin political expo open sept credential committee report delegate gala opening ceremony keynote address russell mean lunch break convention business continues see standing order business convention rule libertarian party end document karl hess institute libertarian politics begin run tandem business session sept dawn early light green dragon inn morning evening karl hess institute convention business sept dawn early light freedom rock karl hess institute convention business sept dawn early light convention banquet karl hess institute convention business joyful noise activity description dawn early light three great convention breakfast start day right featuring science fiction author l neil smith psychiatrist author dr thomas szasz south african libertarian leader france kendall green dragon inn opening night party named famous inn sam adam crowd plotted trouble british pint ale beer music food drink comedy freedom rock free downtown rock concert friday night drum circle comic tim slagle middle eastern dancer reggae local classic rocknroll band widely publicized local area major outreach opportunity banquet vivaldi mozart fine dining elegant marriott grand ballroom black tie optional dancing follows political expo exhibit vendor free admission event widely publicized local area maximum draw major outreach opportunity karl hess institute libertarian politics workshop speaker roundtable discussion area liberty next generation high school college age libertarian talk matter something generation agenda considers key issue environment health care st century economics drug war second amendment social service foreign policy crime violence aid great debate lp strategy tactic medium ballot access initiative feminist issue presidential campaign lp elected official grassroots early look presidential nomination value community child abundance home schooling religion liberty race campus focus organizing academia blue collar youth convention package description price total event activity aug sept including day candidate training full celebration convention activity sept late riser breakfast everything else sept thrift breakfast banquet issue focus karl hess institute basic convention packet souvenir two karl hess institute speaker free political expo access convention hall keynote address joyful noise freedom rock three free outreach speaker please note price increase may special student price available anyone year age enrolled college university six seven month payment plan available include housing requested add three day candidate training package except total event add price price u dollar advertising available convention program exhibit sponsorship available political expo free political expo admission mgp promotion draw visitor surrounding community one million people live within minute drive expo special interest group organization committee cause would like schedule space presentation contact u mgp conduct drawing month give away free hotel night sooner register chance win roommate match service available upon request event antifederalist two mgp sponsored writing contest june submission deadline contact mgp prospectus libertarian game friendly competition marksmanship computer programming chess maybe libertarian gay lesbian concern business meeting social night sponsored lglc event listed contact mgp detail attention college student special discount available college high school student work casual housing opportunity poverty caucus college libertarian meet celebrate liberty discus future movement campus contact mgp detail list speaker march dean ahmad jim hudler sheldon richman karen allard jeff hummel kathleen richman rick arnold alexander joseph dan rosenthal dr george ayittey france kendall dr mary ruwart alan boch martin luther king dagny sharon richard boddie meme king jane shaw gu dizerega henry lamb sandy shaw larry dodge amy lassen l neil smith dr richard ebeling scott lieberman eric sterling ernsberger dr nancy lord dr richard stroup bill evers russell mean dr thomas szasz bonnie flickenger vince miller michael tanner john fund maury modine sojourner truth doris gordon david nolan yuri tuvim leon hadar randall otoole bob waldrop patrick henry james ostrowski terree wasley karl hess dirk pearson perry willis dr karl hess jr bob poole richard winger jacob honrberger carole ann rand jarret wollstein brigham young upcoming convention development may st price increase convention package candidate training exhibitsadvertising new price convention package total event full celebration late riser thrift issue focus basic free price good july back popular demand announcing delegate deal available may business focus convention activity except karl hess institute ii delegate celebration includes complete set karl hess institute audio tape instead institute ticket standing order business libertarian party convention call order credential committee report adoption agenda treasurer report bylaw rule committee report nonnominating convention platform committee report nonpresidential nominating convention deletion may considered nomination party candidate president vicepresident appropriate year election party officer atlarge member national committee election judicial committee resolution business question comment grumble grin suggestion criticism register contact morning glory production inc po box salt lake city ut email bobwaldropfnzfidonetorg make check payable morning glory production inc dont blame voted libertarian disclaimer speak except noted copyright rich thomson uucp uunetdsdescomrthomson rich thomson internet rthomsondsdescom irc rich pext programmer,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion altatheism talkreligionmisc path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetbogussuranetdarwinsuranetsgiblabsgigateodinsgihubzolafidosolntzewpdsgicomlivesey liveseysolntzewpdsgicom jon livesey newsgroups talkabortionaltatheismtalkreligionmisc subject year say christian morality date apr gmt organization sgi line distribution world messageid rlsmofidoasdsgicom reference qknkfidoasdsgicom qlvhfhhorusapmchpsnide qsilifmefidoasdsgicom quphorusapmchpsnide nntppostinghost solntzewpdsgicom article quphorusapmchpsnide frankdsuucp frank odwyer youre admitting lot admitting moral situational admitting action people situation help determine judge moral significance one action sure employ x degree force thats moral employ x degree force previously someone else employed degree force situation thusandso moral sure within limit know quite different saying employing force people immoral period unfortunately time time obliged immoral thing reason selfpreservation bear moral consequence since statement intent purpose say effectively thing serious two statement one say use force given situation moral say moral say effectively thing would say two statement one saying x moral saying x immoral would decided two statement x moral x immoral actually conflict say effectively thing lead one precisely thing either statement doublespeak none might lead thing difference motivates pacifism obviously dont lead pacifist thing jon,talk.religion.misc
xref cantaloupesrvcscmuedu altatheism talkreligionmisc talkorigins path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetagatedogeelblgovnetworkucsdedunewsserviceucieduucivaxbvickers bvickersneticsuciedu brett j vickers subject albert sabin nntppostinghost neticsuciedu messageid bceccicsuciedu newsgroups altatheismtalkreligionmisctalkorigins replyto bvickersicsuciedu brett j vickers organization university california irvine line date apr gmt reference marramboatlantadgcom cftjtsunfishusdedu aprramboatlantadgcom wpratlantadgcom bill rawlins human fancifully reconstructed fragment get thee natural history museum library mr rawlins explain nearly complete skeleton australopithecine primal hominid like homo erectus homo erectus certainly ape definitely modern human either consider morphological feature small cranial capacity supraorbital ridge receding forehead sharp angling occipital bone receding chin large masseter muscle chewing pentagonal skull shape diastema incisor canine protruding canine shovelshaped incisor h erectus bipedal though nearly complete skeleton erectus human ape fanciful reconstruction even seen one brett j vickers dont go around saying world owes bvickersicsuciedu living world owes nothing first mark twain,talk.religion.misc
xref cantaloupesrvcscmuedu altmagick talkreligionnewage altpagan talkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmueducisohiostateeduzaphodmpsohiostateedumenudouhedujpunixurchinbrewichpopec popecbrewichhoutxus pope charles newsgroups altmagicktalkreligionnewagealtpagantalkreligionmisc subject freemasonry southern baptist convention messageid ezdbwwbrewichhoutxus date wed apr cdt reference aprlocuscom organization brewer witch bb brewichhoutxus line lowelllocuscom lowell morrison writes article qvlojusenetinscwruedu chclevelandfreenetedu tony southern baptist convention convening june consider charge freemasonry incompatible christianity thought following quote mr james holly antimasonic flag carrier would amuse following passage exact quote southern baptist convention freemasonry james l holly md president mission ministry men inc n th st beaumont tx much drivel deleted jesus christ never commanded toleration motive disciple toleration antithesis christian message page central dynamic freemason drive world unity fraternity liberty equality toleration seen writing great writer freemasonry page drivel deleted hope good laugh know g tony laugh tony religeous bigot scare shit one bother listen cause grave doubt future anything shade branch davidians jim jones charlie manson uncle wolf member highland lodge fam grand lodge california babtized southern babtist one belief beyond teaching either worry mason demonized harrassed almost every major xian church century still stand wil withstand miserable southern boobtists sure may even pick little support people start listen boobtists realize subtracting obvious lie claim satanism mason sound pretty good comparison one thing known sizable proportion southern babtists mason mason already fired back magazine boobtist witchhunt since consrervatives already divisive element war boobtist moderate liberal may start masonboobtist brother hasten downfall southern boobtists realize church cant stand run handful clown looking holy civil war purity test drop em leadership position taken far concerned louder ruder outrageous antimasonic crusade old goat mount better pop pocorn get center row seat circus begin oh look come clown pope charles slack popecbrewichhoutxus pope charles origin brewer witch bb houston tx,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion altatheism talkreligionmisc path cantaloupesrvcscmuedudasnewsharvardedunocnearnetuunetoliveasgigatesgifidosolntzewpdsgicomlivesey liveseysolntzewpdsgicom jon livesey newsgroups talkabortionaltatheismtalkreligionmisc subject year say christian morality messageid qsirfmefidoasdsgicom date apr gmt reference kmrpocwruedu qjbnnahorusapmchpsnide qkndqkfidoasdsgicom qmfmhorusapmchpsnide organization sgi line nntppostinghost solntzewpdsgicom article qmfmhorusapmchpsnide frankdsuucp frank odwyer article qjbnnahorusapmchpsnide frankdsuucp frank odwyer pushed back undefined meaning must define objective value really dont know objective value offered people u collectively land america would sound like good deal mean find ridiculous price rest u supposed conclude objectively correct price exists said nothing price asked deal good isnt complete nonsequitur coming derisory deal tell u anything existence objective value youre asking u accept deal offered would turned believe appeal objective value becasue know think know something people people know exhibit subjective value would lead reject deal land america great jon,talk.religion.misc
xref cantaloupesrvcscmuedu altmagick altpagan talkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetzaphodmpsohiostateeduuwmeducaenbatcomputerreeduseneteepdxedupdxgatesteelefacmancaldwell caldwellfacmanohsuedu larry caldwell newsgroups altmagickaltpagantalkreligionmisc subject merlin mithra magick messageid aprohsuedu date apr gmt reference cupportalcom aprohsuedu mvbsaiccom sender newsohsuedu organization oregon health science university line nntppostinghost facman response whittenfwvasaiccom david whitten wrote evidently feast bread wine associated mithra often wondered yeshua intentionally introduced ritual expand appeal religion appropriated later worshiper responded could argue wanted think reasonable argument would point fact remembrance feast similar pesach passover meal seder jewish ritual course feast seder account clear point difference connection bread wine body blood god old association tammuzosirismithras line really related judaism case didnt really intend argue point saw possible association pointed havent foggiest notion really happened larry caldwell caldwellohsuedu compuserve oregon health science university,talk.religion.misc
xref cantaloupesrvcscmuedu talkreligionmisc talkpoliticsguns socculturejewish newsgroups talkreligionmisctalkpoliticsgunssocculturejewish path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetagateamespurduementorccpurdueedupopstatpurdueeduhrubin hrubinpopstatpurdueedu herman rubin subject who next mormon jew messageid cujdmmentorccpurdueedu sender newsmentorccpurdueedu usenet news organization purdue university statistic department reference qvfikrfusenetinscwruedu bdafnewsserviceuciedu date wed apr gmt line article bdafnewsserviceuciedu tclockorionoacuciedu tim clock big brother rubbed one minority religion waco next mormon jew used live country everyone enjoyed free exercise right worship bear arm dont course jew mormon broken record happened ill bet cult hater happy right hope youre next like make point breeze responsibility koresh may death agent andor cult follower child blithely ignor reality cult dangerous harmful followersto judge w government anyone else say dangerous harmful follower direct interference religion used quite improperly even nothing drastic waco happened evidence presented davidians engaged activity harmful others action batf morning news item batf warrant unsealed bought worth legal weapon denied anyone accused harming others past local sherriff problem serving warrant right free people violated batf going shooting country founded superiority right individual remember pastor niemollers remark herman rubin dept statistic purdue univ west lafayette phone hrubinsnapstatpurdueedu internet bitnet purduepureesnapstathrubinuucp,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion altatheism talkreligionmisc path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetzaphodmpsohiostateedusolctrcolumbiaeduiraukadegermanyeunetthothmchpsnidehorusapmchpsnidedsfrank frankdsuucp frank odwyer newsgroups talkabortionaltatheismtalkreligionmisc subject year say christian morality date apr gmt organization siemensnixdorf ag line messageid qltgetqhorusapmchpsnide reference lsrihinnsaexodusengsuncom qkjchorusapmchpsnide pwwspacatriceedu nntppostinghost dsapmchpsnide article pwwspacatriceedu pwwspacsunriceedu peter walker writes article qkjchorusapmchpsnide frankdsuucp frank odwyer wrote objective worth usefulness importance science objective worth usefulness importance nothing inherently worthwhile desirable simple theory accurate prediction inherently worthwhile desirable see flaw count one simple theory make accurate prediction whether value quality x exist nothing quality x part understand frank youre desperately confusing science reason individual society want science peter may assert confused want wishing make simple theory simple someone judge theory merely make prediction prediction accurate someone judge choosing theory subjective whim word point thing get objective peter frank odwyer im hatching odwyersseie hen evelyn conlon,talk.religion.misc
path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetzaphodmpsohiostateeducsutexaseduuunetnewstekcomsailmikec mikecsaillabstekcom micheal cranford newsgroups talkreligionmisc subject list biblical contradiction messageid saillabstekcom date apr gmt reference aprmicrosoftcom aprathosrutgersedu aprbatmanbmdtrwcom distribution usa organization tektronix inc beaverton line jim brown wrote deleted feel use kjv basis arguing biblical contradiction either intellectually dishonest purposefully wanting show bible worst light possible mentally lazy taking easy way either way leave theist option countering well thats kjv thats xxx version say deleted unfortunately simple kjv preferred majority fundamentalist least second part argument fails well since statement used version kjv deleted ive based argument one best modern translation available based work leading biblical scholar deleted would find statement useful since appeal authority opposition claim authority better second tact local creationists used reply scholar atheist cannot believed also use phrase describe theologian dont agree deleted gen flock conceived rod brought forth cattle ringstraked speckled spotted deleted verse discussed clearly claim sympathetic magic work ie placing stripped stick cattle breeding ground cause stripped spotted calf born attacked basis biologist ever observed claimed correlation,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion altatheism talkreligionmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduuscelroyjplnasagovdecwrlsgifidosolntzewpdsgicomlivesey liveseysolntzewpdsgicom jon livesey newsgroups talkabortionaltatheismtalkreligionmisc subject year say christian morality date apr gmt organization sgi line distribution world messageid rhubofidoasdsgicom reference prusnewswwmantiscouk qtsmcjhorusapmchpsnide leftyleftyapplecom roshorusapmchpsnide leftyleftyapplecom nntppostinghost solntzewpdsgicom article leftyleftyapplecom leftyapplecom lefty particular tibetan advocating increased violence chinese occupier wrong wrong think correct thinking wellplaced bomb six would get headline think wrong think set bomb still buddhist maybe seeing chinese cultural genocide tibetan worked well enough tibetan longer buddhist instead willing behave like chinese occupier every action reward clearly occupation tibet largely ignored hand people aware occupation mostly full admiration peaceful way tibetan put cost u admire zip tibetan currently people peace serve well badly yes whether serf well depends whether want buddhist principle political independence without political independence preserve cultural religious tradition would increased level violence make terrorist chinese would certainly refer terrorist hitler regime used refer european resistance movement terrorist assuming group advocating course correct greater attention focussed occupation tibet chinese tibetan better people peace terrorist better way proponent pacifism proponent political autonomy better timescale soviet empire practised cultural genocide something like hundred small minority resisted violently end soviet empire collapsed least minority survived minority fighting one another violent resistance oppressive empire legitimized violence jon,talk.religion.misc
newsgroups talkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduhowlandrestonansnetusenetinscwrueduagatelinuslinusmitreorgmwunixmitreorgm mmwunixmitreorg james meritt subject silence concurance messageid aprlinusmitreorg sender newslinusmitreorg news service nntppostinghost mwunixmitreorg organization mitre corporation mclean va reference aprlinusmitreorg bluecispittedu distribution usa date fri apr gmt line article bluecispittedu joslinpogoisppittedu david joslin writes missing context thrilling discussion jim jim wrote following email pointed hate shatter self image perfection appear hold language wrong jim pointed fact agree robert weiss jim meritt took quote context hence find difficult understand jim think hypocrite needless say dont time reply every article trm take quote context course one disagree qed according jim way criticize one person taking quote context without hypocrite post response every person trm take quote context jim replied saying either ask assert today find four article jim one subject pointing specific instance wrongo case eye law someone aware something capability taking action individual may held responsible action course complete red herring taking quote context isnt crime dont time read every article trm im certainly obligation reply check newsgroups silence concurrence imply jim think didnt respond weiss article must condone weiss taking quote context jim doesnt want give direct answer question read written decide telepathy claim know want back context conversation jim jims next gambit claim using inductive logic concluded hypocrite challenged provide detail logic led incorrect conclusion asked specifically wrong today find another obscure article posting twice didnt help maybe ignorant accept classification red herring could jim mean read uncountably large number article know uncountably large mean appear could jim mean axed article weiss article want conclude inductively well cant see going suprised help induction ive written roughly appear case appearance argument like captain kirk would gotten mr spock written stagehand paramount think hard jim see pattern think harder run induction engine see pop course appear arrogant already figured,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion altatheism talkreligionmisc path cantaloupesrvcscmuedudasnewsharvardedunocnearnetuunetoliveapagesatnetsysibmpcugmantisnews mathewmantiscouk mathew newsgroups talkabortionaltatheismtalkreligionmisc subject year say christian morality messageid qrusnewswwmantiscouk date apr gmt reference qgoukrlnhorusapmchpsnide qhmmgkyleeitechcom qhmjavhorusapmchpsnide organization mantis consultant cambridge uk line xnewsreader rusnews v frankdsuucp frank odwyer christianity hold objective morality exists b particular interpretation scripturerevelationtv goodly glimpse may disagree b say nothing truth falsehood actually generally claim b particular interpretation scripturerevelation objective morality two conflicting version objective morality tell u something tell u least one fake objective morality exists next logical step deduce given religion objective morality could fake one caveat emptor mathew atheism antivirus software mind,talk.religion.misc
xref cantaloupesrvcscmuedu talkpoliticsmisc talkreligionmisc sciskeptic newsgroups talkpoliticsmisctalkreligionmiscsciskeptic path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetzaphodmpsohiostateeducsutexaseduuunetcellarrevpk revpkcellarorg brian rev pk siano subject who next mormon jew organization cellar bb public access system date thu apr gmt messageid nndbwwcellarorg reference aprdougcaewiscedu sender bbscellarorg cellar bb line fieldcaewiscedu michael brian field writes bd apologist seem conveniently forgetting jonestown would looked much worse fed waited till committed suicide win situation although final raid tragic failure able get people alive bd apologist give break brian rev pk siano revpkcellarorg well ill know right away look eye shes lost illusion shes worldly wise know give listen shes ive missing ive missing ill lost love havin fun cynical girl who got use real world im looking cynical girl marshall crenshaw cynical girl,talk.religion.misc
